a|/ə/
accident-prone|/ˈæksɪdənt prəʊn/
due-date|/ˈdjuː deɪt/
subject-line|/ˈsʌbdʒɪkt laɪn/
off-licence|/ˈɒf laɪsns/
family-man|/ˈfæməli mæn/
legal-holiday|/ˌliːɡl ˈhɒlədeɪ/
measuring-spoon|/ˈmeʒərɪŋ spuːn/
banana-skin|/bəˈnɑːnə skɪn/
long-winded|/ˌlɒŋ ˈwɪndɪd/
crash-landing|/ˌkræʃ ˈlændɪŋ/
magnetic-storm|/mæɡˌnetɪk ˈstɔːm/
low-water|/ˌləʊ ˈwɔːtə(r)/
flat-racing|/ˈflæt reɪsɪŋ/
bottle-green|/ˌbɒtl ˈɡriːn/
ice-cube|/ˈaɪs kjuːb/
tax-dodger|/ˈtæks dɒdʒə(r)/
league-table|/ˈliːɡ teɪbl/
oxford-cloth|/ˌɒksfəd ˈklɒθ/
dress-circle|/ˈdres sɜːkl/
pop-fly|/ˌpɒp ˈflaɪ/
chuck-wagon|/ˈtʃʌk wæɡən/
pointing-device|/ˈpɔɪntɪŋ dɪvaɪs/
grand-tour|/ˌɡrænd ˈtʊə(r)/
music-hall|/ˈmjuːzɪk hɔːl/
foul-line|/ˈfaʊl laɪn/
oil-colour|/ˈɔɪl kʌlə(r)/
stress-mark|/ˈstres mɑːk/
loose-end|/ˌluːs ˈend/
platinum-disc|/ˌplætɪnəm ˈdɪsk/
zero-rated|/ˌzɪərəʊ ˈreɪtɪd/
hero-worship|/ˈhɪərəʊ wɜːʃɪp/
latchkey-kid|/ˈlætʃkiː kɪd/
field-day|/ˈfiːld deɪ/
strike-breaker|/ˈstraɪk breɪkə(r)/
baking-sheet|/ˈbeɪkɪŋ ʃiːt/
playing-field|/ˈpleɪɪŋ fiːld/
dizygotic-twin|/ˌdaɪzaɪˌɡɒtɪk ˈtwɪn/
petroleum-jelly|/pəˌtrəʊliəm ˈdʒeli/
hognose-snake|/ˌhɒɡnəʊz ˈsneɪk/
snatch-squad|/ˈsnætʃ skwɒd/
power-broker|/ˈpaʊə brəʊkə(r)/
dark-chocolate|/ˌdɑːk ˈtʃɒklət/
fifth-column|/ˌfɪfθ ˈkɒləm/
personnel-carrier|/ˌpɜːsəˈnel kæriə(r)/
veterinary-surgeon|/ˈvetnri sɜːdʒən/
red-mist|/ˌred ˈmɪst/
combination-lock|/ˌkɒmbɪˈneɪʃn lɒk/
cross-legged|/ˌkrɒs ˈleɡd/
supply-chain|/səˈplaɪ tʃeɪn/
magic-carpet|/ˌmædʒɪk ˈkɑːpɪt/
political-action-committee|/pəˌlɪtɪkl ˈækʃn kəmɪti/
false-start|/ˌfɔːls ˈstɑːt/
beast-of-burden|/ˌbiːst əv ˈbɜːdn/
packing-density|/ˈpækɪŋ densəti/
power-pack|/ˈpaʊə pæk/
thirteenth-cheque|/ˌθɜːtiːnθ ˈtʃek/
social-fund|/ˈsəʊʃl fʌnd/
holier-than-thou|/ˌhəʊliə ðən ˈðaʊ/
assault-and-battery|/əˌsɔːlt ən ˈbætəri/
god-man|/ˈɡɒd mæn/
port-of-call|/ˌpɔːt əv ˈkɔːl/
sight-reader|/ˈsaɪt riːdə(r)/
same-sex|/ˈseɪm seks/
paper-doll|/ˌpeɪpə ˈdɒl/
warming-pan|/ˈwɔːmɪŋ pæn/
trigger-warning|/ˈtrɪɡə wɔːnɪŋ/
black-market|/ˌblæk ˈmɑːkɪt/
sex-appeal|/ˈseks əpiːl/
socialist-realism|/ˌsəʊʃəlɪst ˈriːəlɪzəm/
base-metal|/ˌbeɪs ˈmetl/
print-on-demand|/ˌprɪnt ɒn dɪˈmɑːnd/
pitched-battle|/ˌpɪtʃt ˈbætl/
garden-salad|/ˌɡɑːdn ˈsæləd/
old-established|/ˌəʊld ɪˈstæblɪʃt/
unconscious-bias|/ʌnˌkɒnʃəs ˈbaɪəs/
no-go-area|/ˌnəʊ ˈɡəʊ eəriə/
love-interest|/ˈlʌv ɪntrəst/
caster-sugar|/ˈkɑːstə ʃʊɡə(r)/
savings-bank|/ˈseɪvɪŋz bæŋk/
junior-high-school|/ˌdʒuːniə ˈhaɪ skuːl/
top-ranking|/ˌtɒp ˈræŋkɪŋ/
information-technology|/ˌɪnfəˌmeɪʃn tekˈnɒlədʒi/
hard-candy|/ˌhɑːd ˈkændi/
sales-tax|/ˈseɪlz tæks/
black-ice|/ˌblæk ˈaɪs/
sixth-form|/ˈsɪksθ fɔːm/
canteen-culture|/kænˈtiːn kʌltʃə(r)/
electrical-engineer|/ɪˌlektrɪkl endʒɪˈnɪə(r)/
red-admiral|/ˌred ˈædmərəl/
coronation-chicken|/ˌkɒrəneɪʃn ˈtʃɪkɪn/
folk-memory|/ˈfəʊk meməri/
red-zone|/ˈred zəʊn/
spray-can|/ˈspreɪ kæn/
carbon-debt|/ˌkɑːbən ˈdet/
wind-machine|/ˈwɪnd məʃiːn/
strong-minded|/ˌstrɒŋ ˈmaɪndɪd/
hot-flush|/ˌhɒt ˈflʌʃ/
grandstand-finish|/ˌɡrænstænd ˈfɪnɪʃ/
laser-printer|/ˈleɪzə prɪntə(r)/
chief-of-state|/ˌtʃiːf əv ˈsteɪt/
well-meaning|/ˌwel ˈmiːnɪŋ/
strip-club|/ˈstrɪp klʌb/
cottage-pie|/ˌkɒtɪdʒ ˈpaɪ/
life-jacket|/ˈlaɪf dʒækɪt/
absolute-majority|/ˌæbsəluːt məˈdʒɒrəti/
funny-money|/ˌfʌni ˈmʌni/
flat-spin|/ˌflæt ˈspɪn/
proxy-server|/ˈprɒksi sɜːvə(r)/
card-table|/ˈkɑːd teɪbl/
fraud-squad|/ˈfrɔːd skwɒd/
flight-shame|/ˈflaɪt ʃeɪm/
yogic-flyer|/ˌjəʊɡɪk ˈflaɪə(r)/
comfort-food|/ˈkʌmfət fuːd/
buddy-movie|/ˈbʌdi muːvi/
parking-garage|/ˈpɑːkɪŋ ɡærɑːʒ/
half-cock|/ˌhɑːf ˈkɒk/
secret-service|/ˌsiːkrət ˈsɜːvɪs/
double-bluff|/ˌdʌbl ˈblʌf/
attention-deficit-disorder|/əˌtenʃn ˈdefɪsɪt dɪsɔːdə(r)/
master-sergeant|/ˌmɑːstə ˈsɑːdʒənt/
diamond-jubilee|/ˌdaɪmənd ˈdʒuːbɪliː/
left-hand|/ˈleft hænd/
carbon-cycle|/ˈkɑːbən saɪkl/
self-knowledge|/ˌself ˈnɒlɪdʒ/
ancient-monument|/ˌeɪnʃənt ˈmɒnjumənt/
gold-disc|/ˌɡəʊld ˈdɪsk/
prison-camp|/ˈprɪzn kæmp/
gender-fluid|/ˌdʒendə ˈfluːɪd/
hard-line|/ˌhɑːd ˈlaɪn/
cover-charge|/ˈkʌvə tʃɑːdʒ/
absent-minded|/ˌæbsənt ˈmaɪndɪd/
power-cut|/ˈpaʊə kʌt/
level-crossing|/ˌlevl ˈkrɒsɪŋ/
debt-collector|/ˈdet kəlektə(r)/
white-collar|/ˌwaɪt ˈkɒlə(r)/
pak-choi|/ˌpæk ˈtʃɔɪ/
rest-house|/ˈrest haʊs/
right-click|/ˌraɪt ˈklɪk/
college-of-higher-education|/ˌkɒlɪdʒ əv ˌhaɪər edʒuˈkeɪʃn/
old-lag|/ˌəʊld ˈlæɡ/
wise-guy|/ˈwaɪz ɡaɪ/
fountain-pen|/ˈfaʊntən pen/
video-nasty|/ˌvɪdiəʊ ˈnɑːsti/
police-department|/pəˈliːs dɪpɑːtmənt/
request-stop|/rɪˈkwest stɒp/
social-distance|/ˌsəʊʃl ˈdɪstəns/
service-industry|/ˈsɜːvɪs ɪndəstri/
hard-labour|/ˌhɑːd ˈleɪbə(r)/
earth-mover|/ˈɜːθ muːvə(r)/
pop-culture|/ˈpɒp kʌltʃə(r)/
onion-dome|/ˌʌnjən ˈdəʊm/
drip-dry|/ˌdrɪp ˈdraɪ/
ad-lib|/ˌæd ˈlɪb/
bullet-point|/ˈbʊlɪt pɔɪnt/
nursing-officer|/ˈnɜːsɪŋ ɒfɪsə(r)/
sound-wave|/ˈsaʊnd weɪv/
bay-window|/ˌbeɪ ˈwɪndəʊ/
checking-account|/ˈtʃekɪŋ əkaʊnt/
on-field|/ˌɒn ˈfiːld/
gold-dust|/ˈɡəʊld dʌst/
table-tennis|/ˈteɪbl tenɪs/
long-drink|/ˌlɒŋ ˈdrɪŋk/
sister-city|/ˌsɪstə ˈsɪti/
limited-edition|/ˌlɪmɪtɪd ɪˈdɪʃn/
sixth-sense|/ˌsɪksθ ˈsens/
voice-assistant|/ˈvɔɪs əsɪstənt/
tourist-class|/ˈtʊərɪst klɑːs/
owner-occupied|/ˌəʊnər ˈɒkjupaɪd/
flat-out|/ˌflæt ˈaʊt/
black-spot|/ˈblæk spɒt/
user-interface|/ˌjuːzər ˈɪntəfeɪs/
low-fat|/ˌləʊ ˈfæt/
second-nature|/ˌsekənd ˈneɪtʃə(r)/
bean-counter|/ˈbiːn kaʊntə(r)/
standard-of-living|/ˌstændəd əv ˈlɪvɪŋ/
state-line|/ˌsteɪt ˈlaɪn/
surround-sound|/səˈraʊnd saʊnd/
sales-slip|/ˈseɪlz slɪp/
fast-break|/ˌfɑːst ˈbreɪk/
meeting-place|/ˈmiːtɪŋ pleɪs/
warp-speed|/ˈwɔːp spiːd/
three-ring-circus|/ˌθriː rɪŋ ˈsɜːkəs/
free-climbing|/ˈfriː klaɪmɪŋ/
hobby-horse|/ˈhɒbi hɔːs/
document-case|/ˈdɒkjumənt keɪs/
death-sentence|/ˈdeθ sentəns/
parish-pump|/ˌpærɪʃ ˈpʌmp/
flying-squad|/ˈflaɪɪŋ skwɒd/
towel-rail|/ˈtaʊəl reɪl/
snap-bean|/ˈsnæp biːn/
carrion-crow|/ˈkæriən krəʊ/
steering-wheel|/ˈstɪərɪŋ wiːl/
mixing-bowl|/ˈmɪksɪŋ bəʊl/
cow-parsley|/ˈkaʊ pɑːsli/
kill-switch|/ˈkɪl swɪtʃ/
outside-lane|/ˌaʊtsaɪd ˈleɪn/
boundary-rider|/ˈbaʊndri raɪdə(r)/
advice-column|/ədˈvaɪs kɒləm/
long-lost|/ˈlɒŋ lɒst/
breathing-space|/ˈbriːðɪŋ speɪs/
physical-science|/ˌfɪzɪkl ˈsaɪəns/
clotted-cream|/ˌklɒtɪd ˈkriːm/
prick-teaser|/ˈprɪk tiːzə(r)/
roof-garden|/ˈruːf ɡɑːdn/
dust-storm|/ˈdʌst stɔːm/
fever-pitch|/ˈfiːvə pɪtʃ/
banner-headline|/ˌbænə ˈhedlaɪn/
potty-train|/ˈpɒti treɪn/
child-support|/ˈtʃaɪld səpɔːt/
high-kick|/ˈhaɪ kɪk/
soft-money|/ˌsɒft ˈmʌni/
time-capsule|/ˈtaɪm kæpsjuːl/
face-pack|/ˈfeɪs pæk/
advice-columnist|/ədˈvaɪs kɒləmnɪst/
field-of-vision|/ˌfiːld əv ˈvɪʒn/
listed-building|/ˌlɪstɪd ˈbɪldɪŋ/
morality-play|/məˈræləti pleɪ/
soft-play|/ˌsɒft ˈpleɪ/
big-top|/ˌbɪɡ ˈtɒp/
narrow-minded|/ˌnærəʊ ˈmaɪndɪd/
well-connected|/ˌwel kəˈnektɪd/
salt-fish|/ˌsɔːlt ˈfɪʃ/
red-deer|/ˌred ˈdɪə(r)/
courtly-love|/ˌkɔːtli ˈlʌv/
coffee-maker|/ˈkɒfi meɪkə(r)/
ground-crew|/ˈɡraʊnd kruː/
confidence-trick|/ˈkɒnfɪdəns trɪk/
pump-action|/ˈpʌmp ækʃn/
beauty-queen|/ˈbjuːti kwiːn/
coffee-machine|/ˈkɒfi məʃiːn/
spring-clean|/ˌsprɪŋ ˈkliːn/
bicycle-clip|/ˈbaɪsɪkl klɪp/
people-power|/ˈpiːpl paʊə(r)/
pneumatic-drill|/njuːˌmætɪk ˈdrɪl/
high-command|/ˌhaɪ kəˈmɑːnd/
family-name|/ˈfæməli neɪm/
testing-ground|/ˈtestɪŋ ɡraʊnd/
cathode-ray-tube|/ˌkæθəʊd ˈreɪ tjuːb/
selling-point|/ˈselɪŋ pɔɪnt/
storm-surge|/ˈstɔːm sɜːdʒ/
point-of-order|/ˌpɔɪnt əv ˈɔːdə(r)/
far-flung|/ˌfɑː ˈflʌŋ/
wishful-thinking|/ˌwɪʃfl ˈθɪŋkɪŋ/
screen-name|/ˈskriːn neɪm/
in-tray|/ˈɪn treɪ/
military-police|/ˌmɪlətri pəˈliːs/
centre-of-gravity|/ˌsentər əv ˈɡrævəti/
red-card|/ˌred ˈkɑːd/
self-importance|/ˌself ɪmˈpɔːtns/
arc-lamp|/ˈɑːk læmp/
sheet-lightning|/ˌʃiːt ˈlaɪtnɪŋ/
slow-motion|/ˌsləʊ ˈməʊʃn/
hollandaise-sauce|/ˌhɒləndeɪz ˈsɔːs/
next-generation|/ˌnekst dʒenəˈreɪʃn/
malt-vinegar|/ˌmɔːlt ˈvɪnɪɡə(r)/
diplomatic-immunity|/ˌdɪpləˌmætɪk ɪˈmjuːnəti/
scratch-paper|/ˈskrætʃ peɪpə(r)/
photographic-memory|/ˌfəʊtəˌɡræfɪk ˈmeməri/
water-vole|/ˈwɔːtə vəʊl/
word-family|/ˈwɜːd fæməli/
expression-mark|/ɪkˈspreʃn mɑːk/
pot-belly|/ˌpɒt ˈbeli/
breeding-ground|/ˈbriːdɪŋ ɡraʊnd/
golden-wedding|/ˌɡəʊldən ˈwedɪŋ/
radiation-belt|/ˌreɪdiˈeɪʃn belt/
grand-total|/ˌɡrænd ˈtəʊtl/
forest-park|/ˌfɒrɪst ˈpɑːk/
tourist-trap|/ˈtʊərɪst træp/
security-hole|/sɪˈkjʊərəti həʊl/
stage-name|/ˈsteɪdʒ neɪm/
cross-examination|/ˌkrɒs ɪɡˌzæmɪˈneɪʃn/
capital-letter|/ˌkæpɪtl ˈletə(r)/
force-play|/ˈfɔːs pleɪ/
wing-mirror|/ˈwɪŋ mɪrə(r)/
new-media|/ˌnjuː ˈmiːdiə/
chief-executive-officer|/ˌtʃiːf ɪɡˌzekjətɪv ˈɒfɪsə(r)/
quantum-theory|/ˈkwɒntəm θɪəri/
external-ear|/ɪkˌstɜːnl ˈɪə(r)/
eco-chic|/ˈiːkəʊ ʃiːk/
golden-goose|/ˌɡəʊldən ˈɡuːs/
after-hours|/ˌɑːftər ˈaʊəz/
purple-patch|/ˈpɜːpl pætʃ/
drawing-room|/ˈdrɔːɪŋ ruːm/
total-physical-response|/ˌtəʊtl ˌfɪzɪkl rɪˈspɒns/
spider-monkey|/ˈspaɪdə mʌŋki/
owner-occupier|/ˌəʊnər ˈɒkjupaɪə(r)/
village-idiot|/ˌvɪlɪdʒ ˈɪdiət/
bunk-off|NA
human-shield|/ˌhjuːmən ˈʃiːld/
food-poisoning|/ˈfuːd pɔɪzənɪŋ/
able-bodied|/ˌeɪbl ˈbɒdid/
straight-glass|/ˈstreɪt ɡlɑːs/
cold-storage|/ˌkəʊld ˈstɔːrɪdʒ/
middle-ranking|/ˌmɪdl ˈræŋkɪŋ/
noun-phrase|/ˈnaʊn freɪz/
pro-form|/ˈprəʊ fɔːm/
padded-cell|/ˌpædɪd ˈsel/
cradle-cap|/ˈkreɪdl kæp/
high-technology|/ˌhaɪ tekˈnɒlədʒi/
arum-lily|/ˈeərəm lɪli/
job-lot|/ˌdʒɒb ˈlɒt/
secondary-education|/ˌsekəndri edʒuˈkeɪʃn/
feta-cheese|/ˌfetə ˈtʃiːz/
nu-metal|/ˈnjuː metl/
system-operator|/ˈsɪstəm ɒpəreɪtə(r)/
fruit-bat|/ˈfruːt bæt/
flat-footed|/ˌflæt ˈfʊtɪd/
five-and-dime|/ˌfaɪv ən ˈdaɪm/
judgement-call|/ˈdʒʌdʒmənt kɔːl/
food-stamp|/ˈfuːd stæmp/
pot-cheese|/ˈpɒt tʃiːz/
sea-change|/ˈsiː tʃeɪndʒ/
all-in-one|/ˌɔːl ɪn ˈwʌn/
money-back-guarantee|/ˌmʌni bæk ˌɡærənˈtiː/
safe-mode|/ˈseɪf məʊd/
centripetal-force|/ˌsentrɪˌpiːtl ˈfɔːs/
consignment-shop|/kənˈsaɪnmənt ʃɒp/
hot-pink|/ˌhɒt ˈpɪŋk/
self-evident|/ˌself ˈevɪdənt/
personal-statement|/ˌpɜːsənl ˈsteɪtmənt/
well-groomed|/ˌwel ˈɡruːmd/
glamour-model|/ˈɡlæmə mɒdl/
blank-verse|/ˌblæŋk ˈvɜːs/
emergency-room|/ɪˈmɜːdʒənsi ruːm/
night-depository|/ˈnaɪt dɪpɒzɪtri/
tea-room|/ˈtiː ruːm/
potting-shed|/ˈpɒtɪŋ ʃed/
logical-positivism|/ˌlɒdʒɪkl ˈpɒzətɪvɪzəm/
nappy-rash|/ˈnæpi ræʃ/
barbecue-stopper|/ˈbɑːbɪkjuː stɒpə(r)/
show-up|NA
do-or-die|/ˌduː ɔː ˈdaɪ/
old-flame|/ˌəʊld ˈfleɪm/
knock-on|/ˌnɒk ˈɒn/
piped-music|/ˌpaɪpt ˈmjuːzɪk/
dog-leg|/ˈdɒɡ leɡ/
off-limits|/ˌɒf ˈlɪmɪts/
soda-water|/ˈsəʊdə wɔːtə(r)/
rough-and-ready|/ˌrʌf ən ˈredi/
even-money|/ˌiːvn ˈmʌni/
water-pistol|/ˈwɔːtə pɪstl/
extension-lead|/ɪkˈstenʃn liːd/
three-point-turn|/ˌθriː pɔɪnt ˈtɜːn/
flash-forward|/ˌflæʃ ˈfɔːwəd/
summer-student|/ˈsʌmə stjuːdnt/
retail-park|/ˈriːteɪl pɑːk/
private-law|/ˌpraɪvət ˈlɔː/
comedy-of-manners|/ˌkɒmədi əv ˈmænəz/
900-number|/ˌnaɪn ˈhʌndrəd nʌmbə(r)/
genetically-modified|/dʒəˌnetɪkli ˈmɒdɪfaɪd/
fire-raiser|/ˈfaɪə reɪzə(r)/
personal-protective-equipment|/ˌpɜːsənl prəˌtektɪv ɪˈkwɪpmənt/
sliding-scale|/ˌslaɪdɪŋ ˈskeɪl/
reel-to-reel|/ˌriːl tə ˈriːl/
double-rhyme|/ˌdʌbl ˈraɪm/
shin-guard|/ˈʃɪn ɡɑːd/
double-date|/ˌdʌbl ˈdeɪt/
buzz-cut|/ˈbʌz kʌt/
feather-duster|/ˌfeðə ˈdʌstə(r)/
back-door|/ˌbæk ˈdɔː(r)/
hissy-fit|/ˈhɪsi fɪt/
line-of-credit|/ˌlaɪn əv ˈkredɪt/
demolition-derby|/ˌdeməlɪʃn ˈdɑːbi/
beta-test|/ˈbiːtə test/
dead-end|/ˌded ˈend/
re-examination|/ˌriː ɪɡˌzæmɪˈneɪʃn/
vanity-plate|/ˈvænəti pleɪt/
oxygen-tent|/ˈɒksɪdʒən tent/
base-rate|/ˈbeɪs reɪt/
air-brake|/ˈeə breɪk/
stun-gun|/ˈstʌn ɡʌn/
personal-computer|/ˌpɜːsənl kəmˈpjuːtə(r)/
bog-standard|/ˌbɒɡ ˈstændəd/
spot-check|/ˈspɒt tʃek/
frame-of-reference|/ˌfreɪm əv ˈrefrəns/
soul-searching|/ˈsəʊl sɜːtʃɪŋ/
couch-potato|/ˈkaʊtʃ pəteɪtəʊ/
food-group|/ˈfuːd ɡruːp/
wheeler-dealer|/ˌwiːlə ˈdiːlə(r)/
silver-tongue|/ˌsɪlvə ˈtʌŋ/
blood-pressure|/ˈblʌd preʃə(r)/
prima-ballerina|/ˌpriːmə ˌbæləˈriːnə/
nuclear-deterrent|/ˌnjuːkliə dɪˈterənt/
bomb-disposal|/ˈbɒm dɪspəʊzl/
salt-cellar|/ˈsɔːlt selə(r)/
boy-racer|/ˌbɔɪ ˈreɪsə(r)/
rough-diamond|/ˌrʌf ˈdaɪmənd/
picture-rail|/ˈpɪktʃə reɪl/
white-goods|/ˈwaɪt ɡʊdz/
direct-mail|/dəˌrekt ˈmeɪl/
seasonal-affective-disorder|/ˌsiːzənl əˈfektɪv dɪsɔːdə(r)/
party-spirit|/ˌpɑːti ˈspɪrɪt/
black-empowerment|/ˌblæk ɪmˈpaʊəmənt/
melting-pot|/ˈmeltɪŋ pɒt/
cartridge-paper|/ˈkɑːtrɪdʒ peɪpə(r)/
surgical-spirit|/ˌsɜːdʒɪkl ˈspɪrɪt/
black-mark|/ˌblæk ˈmɑːk/
screen-saver|/ˈskriːn seɪvə(r)/
self-sufficient|/ˌself səˈfɪʃnt/
margin-of-error|/ˌmɑːdʒɪn əv ˈerə(r)/
pole-position|/ˈpəʊl pəzɪʃn/
sob-story|/ˈsɒb stɔːri/
tax-avoidance|/ˈtæks əvɔɪdəns/
fishing-tackle|/ˈfɪʃɪŋ tækl/
single-breasted|/ˌsɪŋɡl ˈbrestɪd/
billy-club|/ˈbɪli klʌb/
off-piste|/ˌɒf ˈpiːst/
hot-headed|/ˌhɒt ˈhedɪd/
game-time|/ˈɡeɪm taɪm/
control-centre|/kənˈtrəʊl sentə(r)/
charley-horse|/ˈtʃɑːli hɔːs/
low-pressure|/ˌləʊ ˈpreʃə(r)/
open-necked|/ˌəʊpən ˈnekt/
high-beams|/ˈhaɪ biːmz/
in-flight|/ˌɪn ˈflaɪt/
simple-fracture|/ˌsɪmpl ˈfræktʃə(r)/
pepper-spray|/ˈpepə spreɪ/
backing-store|/ˈbækɪŋ stɔː(r)/
credit-transfer|/ˈkredɪt trænsfɜː(r)/
front-end|/ˌfrʌnt ˈend/
proxy-war|/ˈprɒksi wɔː(r)/
mechanical-engineering|/məˌkænɪkl endʒɪˈnɪərɪŋ/
shouting-match|/ˈʃaʊtɪŋ mætʃ/
intellectual-property|/ˌɪntəˌlektʃuəl ˈprɒpəti/
critical-path|/ˌkrɪtɪkl ˈpɑːθ/
sofa-bed|/ˈsəʊfə bed/
side-note|/ˈsaɪd nəʊt/
house-music|/ˈhaʊs mjuːzɪk/
card-reader|/ˈkɑːd riːdə(r)/
second-rate|/ˌsekənd ˈreɪt/
read-only|/ˌriːd ˈəʊnli/
closing-time|/ˈkləʊzɪŋ taɪm/
hot-pants|/ˈhɒt pænts/
palm-oil|/ˈpɑːm ɔɪl/
ice-skater|/ˈaɪs skeɪtə(r)/
service-charge|/ˈsɜːvɪs tʃɑːdʒ/
fairy-lights|/ˈfeəri laɪts/
second-language|/ˌsekənd ˈlæŋɡwɪdʒ/
front-room|/ˌfrʌnt ˈruːm/
plain-text|/ˈpleɪn tekst/
soap-powder|/ˈsəʊp paʊdə(r)/
dog-paddle|/ˈdɒɡ pædl/
controlled-economy|/kənˌtrəʊld ɪˈkɒnəmi/
line-manager|/ˈlaɪn mænɪdʒə(r)/
technical-hitch|/ˌteknɪkl ˈhɪtʃ/
coal-tar|/ˈkəʊl tɑː(r)/
puff-piece|/ˈpʌf piːs/
hammer-drill|/ˈhæmə drɪl/
high-jump|/ðə ˈhaɪ dʒʌmp/
living-will|/ˌlɪvɪŋ ˈwɪl/
mixed-grill|/ˌmɪkst ˈɡrɪl/
watered-silk|/ˌwɔːtəd ˈsɪlk/
national-service|/ˌnæʃnəl ˈsɜːvɪs/
software-engineer|/ˈsɒftweər endʒɪnɪə(r)/
right-hand-man|/ˌraɪt hænd ˈmæn/
well-mannered|/ˌwel ˈmænəd/
cost-effectiveness|/ˌkɒst ɪˈfektɪvnəs/
high-street|/ˈhaɪ striːt/
body-image|/ˈbɒdi ɪmɪdʒ/
social-capital|/ˌsəʊʃl ˈkæpɪtl/
long-haul|/ˌlɒŋ ˈhɔːl/
crown-princess|/ˌkraʊn prɪnˈses/
paper-tiger|/ˌpeɪpə ˈtaɪɡə(r)/
on-board|/ˌɒn ˈbɔːd/
correspondence-course|/ˌkɒrəˈspɒndəns kɔːs/
serial-port|/ˈsɪəriəl pɔːt/
lance-corporal|/ˌlɑːns ˈkɔːpərəl/
death-row|/ˌdeθ ˈrəʊ/
hope-chest|/ˈhəʊp tʃest/
fair-use|/ˌfeə ˈjuːs/
junior-college|/ˌdʒuːniə ˈkɒlɪdʒ/
morning-dress|/ˈmɔːnɪŋ dres/
drunk-driving|/ˌdrʌŋk ˈdraɪvɪŋ/
snake-oil|/ˈsneɪk ɔɪl/
people-skills|/ˈpiːpl skɪlz/
special-edition|/ˌspeʃl ɪˈdɪʃn/
permanent-wave|/ˌpɜːmənənt ˈweɪv/
bush-tucker|/ˈbʊʃ tʌkə(r)/
lip-salve|/ˈlɪp sælv/
nerve-gas|/ˈnɜːv ɡæs/
coming-of-age|/ˌkʌmɪŋ əv ˈeɪdʒ/
proper-fraction|/ˌprɒpə ˈfrækʃn/
chemical-engineering|/ˌkemɪkl endʒɪˈnɪərɪŋ/
spinal-cord|/ˈspaɪnl kɔːd/
bedside-manner|/ˌbedsaɪd ˈmænə(r)/
time-zone|/ˈtaɪm zəʊn/
top-drawer|/ˌtɒp ˈdrɔː(r)/
death-toll|/ˈdeθ təʊl/
suicide-pact|/ˈsuːɪsaɪd pækt/
after-sales-service|/ˌɑːftə ˌseɪlz ˈsɜːvɪs/
hyperbaric-chamber|/ˌhaɪpəˌbærɪk ˈtʃeɪmbə(r)/
stony-hearted|/ˌstəʊni ˈhɑːtɪd/
radio-telephone|/ˌreɪdiəʊ ˈtelɪfəʊn/
high-resolution|/ˌhaɪ rezəˈluːʃn/
brand-ambassador|/ˈbrænd æmbæsədə(r)/
memory-lane|/ˌmeməri ˈleɪn/
coarse-fish|/ˌkɔːs ˈfɪʃ/
uh-huh|/ʌ ˈhʌ/
good-nature|/ˌɡʊd ˈneɪtʃə(r)/
sugar-rush|/ˈʃʊɡə rʌʃ/
lounge-lizard|/ˈlaʊndʒ lɪzəd/
regional-member|/ˌriːdʒənl ˈmembə(r)/
leaf-mould|/ˈliːf məʊld/
jam-packed|/ˌdʒæm ˈpækt/
hen-party|/ˈhen pɑːti/
bomb-scare|/ˈbɒm skeə(r)/
custard-powder|/ˈkʌstəd paʊdə(r)/
small-talk|/ˈsmɔːl tɔːk/
marshalling-yard|/ˈmɑːʃlɪŋ jɑːd/
pass-key|/ˈpɑːs kiː/
hidden-agenda|/ˌhɪdn əˈdʒendə/
power-couple|/ˈpaʊə kʌpl/
title-bar|/ˈtaɪtl bɑː(r)/
sugar-coated|/ˌʃʊɡə ˈkəʊtɪd/
friendly-society|/ˈfrendli səsaɪəti/
shopping-list|/ˈʃɒpɪŋ lɪst/
storm-cloud|/ˈstɔːm klaʊd/
talent-show|/ˈtælənt ʃəʊ/
technical-foul|/ˌteknɪkl ˈfaʊl/
water-main|/ˈwɔːtə meɪn/
thought-leadership|/ˈθɔːt liːdəʃɪp/
covering-letter|/ˈkʌvərɪŋ letə(r)/
short-wave|/ˈʃɔːt weɪv/
green-belt|/ˈɡriːn belt/
masking-tape|/ˈmɑːskɪŋ teɪp/
integrated-circuit|/ˌɪntɪɡreɪtɪd ˈsɜːkɪt/
golden-handshake|/ˌɡəʊldən ˈhændʃeɪk/
bobby-pin|/ˈbɒbi pɪn/
civil-war|/ˌsɪvl ˈwɔː(r)/
nap-hand|/ˌnæp ˈhænd/
self-centred|/ˌself ˈsentəd/
re-educate|/ˌriː ˈedʒukeɪt/
red-alert|/ˌred əˈlɜːt/
starting-gate|/ˈstɑːtɪŋ ɡeɪt/
social-security|/ˌsəʊʃl sɪˈkjʊərəti/
community-garden|/kəˌmjuːnəti ˈɡɑːdn/
smash-and-grab|/ˌsmæʃ ən ˈɡræb/
tough-love|/ˌtʌf ˈlʌv/
mammy-wagon|/ˈmæmi wæɡən/
six-shooter|/ˈsɪks ʃuːtə(r)/
body-bag|/ˈbɒdi bæɡ/
fringe-benefit|/ˈfrɪndʒ benɪfɪt/
race-meeting|/ˈreɪs miːtɪŋ/
heart-throb|/ˈhɑːt θrɒb/
open-minded|/ˌəʊpən ˈmaɪndɪd/
gender-gap|/ˈdʒendə ɡæp/
